word,ipa,respelling_us,alt_ipa,alt_respelling_us,source_url,source_label,category,confidence,notes,audio_url
IntelliJ,/ɪnˈtɛlədʒeɪ/,in tell i J,,,https://www.jetbrains.com/idea/,JetBrains,tool,community-consensus,"""in-TELL-i-J"".",https://pronounce.renlab.ai/audio/intellij.mp3
ripgrep,/ˈrɪpɡrɛp/,rip grep,,,https://github.com/BurntSushi/ripgrep,BurntSushi,tool,community-consensus,"""RIP-grep"" (the `rg` command).",https://pronounce.renlab.ai/audio/ripgrep.mp3
fzf,/ˌɛf ziː ˈɛf/,F Z F,,,https://github.com/junegunn/fzf,junegunn/fzf,tool,community-consensus,"""F-Z-F"" letter-by-letter.",https://pronounce.renlab.ai/audio/fzf.mp3
eza,/ˈiːzə/,ee zah,,,https://eza.rocks/,eza,tool,community-consensus,"""EE-zah"" (ls replacement).",https://pronounce.renlab.ai/audio/eza.mp3
k9s,/ˈkeɪ naɪnz/,K nines,,,https://k9scli.io/,k9s,tool,community-consensus,"""K-nines"" — K8s TUI.",https://pronounce.renlab.ai/audio/k9s.mp3
k3s,/ˌkeɪ θriː ˈɛs/,K three S,,,https://k3s.io/,Rancher,product,community-consensus,"""K-three-S"" (lightweight K8s).",https://pronounce.renlab.ai/audio/k3s.mp3
Elasticsearch,/ɪˈlæstɪkˌsɜːrtʃ/,elastic search,,,https://www.elastic.co/,Elastic,product,community-consensus,"""e-LAS-tic-search"".",https://pronounce.renlab.ai/audio/elasticsearch.mp3
Lucene,/luːˈsiːn/,loo seen,,,https://lucene.apache.org/,Apache Lucene,product,community-consensus,"""loo-SEEN"".",https://pronounce.renlab.ai/audio/lucene.mp3
Solr,/ˈsɒlər/,sol er,,,https://solr.apache.org/,Apache Solr,product,community-consensus,"""SOL-er"".",https://pronounce.renlab.ai/audio/solr.mp3
Meilisearch,/ˌmeɪli ˈsɜːrtʃ/,may lee search,,,https://www.meilisearch.com/,Meilisearch,product,community-consensus,"""MAY-lee-search"".",https://pronounce.renlab.ai/audio/meilisearch.mp3
Typesense,/ˈtaɪpˌsɛns/,type sense,,,https://typesense.org/,Typesense,product,community-consensus,"""TYPE-sense"".",https://pronounce.renlab.ai/audio/typesense.mp3
Algolia,/ælˈɡoʊliə/,al go lia,,,https://www.algolia.com/,Algolia,product,community-consensus,"""al-GO-lia"".",https://pronounce.renlab.ai/audio/algolia.mp3
Neo4j,/ˌniːoʊ ˌfɔːr ˈdʒeɪ/,nee oh four J,,,https://neo4j.com/,Neo4j,product,community-consensus,"""NEE-oh-FOUR-J"".",https://pronounce.renlab.ai/audio/neo4j.mp3
CockroachDB,/ˈkɒkroʊtʃ diː biː/,cockroach D B,,,https://www.cockroachlabs.com/,Cockroach Labs,product,community-consensus,"""COCK-roach-D-B"".",https://pronounce.renlab.ai/audio/cockroachdb.mp3
Elixir,/ɪˈlɪksər/,ee lik sir,,,https://elixir-lang.org/,Elixir,product,community-consensus,"""ee-LIK-sir"".",https://pronounce.renlab.ai/audio/elixir.mp3
Erlang,/ˈɜːrlæŋ/,er lang,,,https://www.erlang.org/,Erlang,product,community-consensus,"""ER-lang"".",https://pronounce.renlab.ai/audio/erlang.mp3
Haskell,/ˈhæskəl/,haskel,,,https://www.haskell.org/,Haskell,product,community-consensus,"""HAS-kell"".",https://pronounce.renlab.ai/audio/haskell.mp3
Scala,/ˈskɑːlə/,skah la,,,https://www.scala-lang.org/,Scala,product,community-consensus,"""SKAH-lah"".",https://pronounce.renlab.ai/audio/scala.mp3
Kotlin,/ˈkɒtlɪn/,cot lin,,,https://kotlinlang.org/,Kotlin,product,community-consensus,"""COT-lin"" — short O.",https://pronounce.renlab.ai/audio/kotlin.mp3
Julia,/ˈdʒuːliə/,joo lia,,,https://julialang.org/,Julia,product,community-consensus,"""JOO-lee-uh"".",https://pronounce.renlab.ai/audio/julia.mp3
Clojure,/ˈkloʊʒər/,closure,,,https://clojure.org/,Clojure,product,community-consensus,"Rich Hickey has said it sounds like ""closure"". Community reading.",https://pronounce.renlab.ai/audio/clojure.mp3
OCaml,/oʊˈkæməl/,oh camel,,,https://ocaml.org/,OCaml,product,community-consensus,"""OH-camel"".",https://pronounce.renlab.ai/audio/ocaml.mp3
Lua,/ˈluːə/,loo ah,,,https://www.lua.org/about.html,Lua about,product,creator-clarified,"""LOO-ah"" — Portuguese for ""moon"". Documented on the about page.",https://pronounce.renlab.ai/audio/lua.mp3
Zig,/zɪɡ/,zig,,,https://ziglang.org/,Zig,product,community-consensus,"""zig"" — one syllable.",https://pronounce.renlab.ai/audio/zig.mp3
uv,/ˌjuː ˈviː/,you V,,,https://github.com/astral-sh/uv,Astral,tool,community-consensus,"""U-V"" — Astral's Python installer/resolver.",https://pronounce.renlab.ai/audio/uv.mp3
ruff,/rʌf/,ruff,,,https://docs.astral.sh/ruff/,Astral,tool,community-consensus,"""ruff"" — like a dog bark.",https://pronounce.renlab.ai/audio/ruff.mp3
mypy,/ˈmaɪpaɪ/,my pie,,,https://mypy.readthedocs.io/,mypy,tool,community-consensus,"""MY-pie"" — Python type checker.",https://pronounce.renlab.ai/audio/mypy.mp3
Biome,/baɪˈoʊm/,bye ohm,,,https://biomejs.dev/,Biome,tool,community-consensus,"""BYE-ohm"".",https://pronounce.renlab.ai/audio/biome.mp3
Bazel,/ˈbeɪzəl/,bay zel,,,https://bazel.build/,Bazel,tool,community-consensus,"""BAY-zel"".",https://pronounce.renlab.ai/audio/bazel.mp3
Gradle,/ˈɡreɪdəl/,gray del,,,https://gradle.org/,Gradle,tool,community-consensus,"""GRAY-del"".",https://pronounce.renlab.ai/audio/gradle.mp3
Cargo,/ˈkɑːrɡoʊ/,car go,,,https://doc.rust-lang.org/cargo/,Rust,tool,community-consensus,"""CAR-go"" — Rust's package manager.",https://pronounce.renlab.ai/audio/cargo.mp3
pnpm,/ˌpiː ɛn piː ˈɛm/,P N P M,,,https://pnpm.io/,pnpm,tool,community-consensus,"""P-N-P-M"" letter-by-letter.",https://pronounce.renlab.ai/audio/pnpm.mp3
nmap,/ˈɛnˌmæp/,en map,,,https://nmap.org/,Nmap,tool,community-consensus,"""EN-map"" — common community reading.",https://pronounce.renlab.ai/audio/nmap.mp3
curl,/kɜːrl/,curl,,,https://curl.se/,curl,tool,community-consensus,"""curl"" — one syllable.",https://pronounce.renlab.ai/audio/curl.mp3
wget,/ˈdʌbljuː ɡɛt/,double-you get,,,https://www.gnu.org/software/wget/,GNU Wget,tool,community-consensus,"""W-get"" (double-you-get).",https://pronounce.renlab.ai/audio/wget.mp3
SSH,/ˌɛs ɛs ˈeɪtʃ/,S S H,,,https://en.wikipedia.org/wiki/Secure_Shell,Wikipedia,abbreviation,community-consensus,"""S-S-H"" letter-by-letter.",https://pronounce.renlab.ai/audio/ssh.mp3
rsync,/ˈɑːrˌsɪŋk/,R sync,,,https://rsync.samba.org/,rsync,tool,community-consensus,"""R-sync"".",https://pronounce.renlab.ai/audio/rsync.mp3
htop,/ˈeɪtʃˌtɒp/,H top,,,https://htop.dev/,htop,tool,community-consensus,"""H-top"".",https://pronounce.renlab.ai/audio/htop.mp3
LLM,/ˌɛl ɛl ˈɛm/,L L M,,,https://en.wikipedia.org/wiki/Large_language_model,Wikipedia,acronym,community-consensus,"""L-L-M"" letter-by-letter — Large Language Model.",https://pronounce.renlab.ai/audio/llm.mp3
RAG,/ræɡ/,rag,,,https://en.wikipedia.org/wiki/Retrieval-augmented_generation,Wikipedia,acronym,community-consensus,"""rag"" (rhymes with ""bag"") — Retrieval-Augmented Generation.",https://pronounce.renlab.ai/audio/rag.mp3
MCP,/ˌɛm siː ˈpiː/,M C P,,,https://modelcontextprotocol.io/,Model Context Protocol,abbreviation,community-consensus,"""M-C-P"" letter-by-letter — Model Context Protocol (Anthropic).",https://pronounce.renlab.ai/audio/mcp.mp3
LLaMA,/ˈlɑːmə/,llama,,,https://www.llama.com/,Meta Llama,product,community-consensus,"""LLAH-mah"" — same as the animal. Not letter-by-letter.",https://pronounce.renlab.ai/audio/llama.mp3
DALL-E,/ˈdɒli/,dolly,/ˌdiː eɪ ɛl ˈiː/,D A L L E,https://openai.com/dall-e-2,OpenAI DALL-E,product,community-consensus,"""DOLL-ee"" (portmanteau of Dalí + WALL-E); some say it letter-by-letter.",https://pronounce.renlab.ai/audio/dall-e.mp3
Gemini,/ˈdʒɛmɪnaɪ/,jem in eye,,,https://gemini.google.com/,Google Gemini,product,community-consensus,"""JEM-in-eye"" — like the zodiac sign.",https://pronounce.renlab.ai/audio/gemini.mp3
GPT,/ˌdʒiː piː ˈtiː/,G P T,,,https://en.wikipedia.org/wiki/Generative_pre-trained_transformer,Wikipedia,acronym,community-consensus,"""G-P-T"" letter-by-letter — Generative Pre-trained Transformer.",https://pronounce.renlab.ai/audio/gpt.mp3
Sora,/ˈsɔːrə/,sor ah,,,https://openai.com/sora,OpenAI Sora,product,community-consensus,"""SOR-ah"" — OpenAI's video model.",https://pronounce.renlab.ai/audio/sora.mp3
Midjourney,/ˈmɪdˌdʒɜːrni/,mid journey,,,https://www.midjourney.com/,Midjourney,product,community-consensus,"""MID-journey"" — two clear syllables.",https://pronounce.renlab.ai/audio/midjourney.mp3
Codex,/ˈkoʊdɛks/,co decks,,,https://openai.com/codex,OpenAI Codex,product,community-consensus,"""CO-decks"" — same as the manuscript term.",https://pronounce.renlab.ai/audio/codex.mp3
HTMX,/ˌeɪtʃ tiː ɛm ˈɛks/,H T M X,,,https://htmx.org/,htmx,tool,community-consensus,"""H-T-M-X"" letter-by-letter.",https://pronounce.renlab.ai/audio/htmx.mp3
WebAssembly,/ˈwɛbəˌsɛmbli/,web assembly,,,https://webassembly.org/,WebAssembly,tool,community-consensus,"""WEB-assembly"" — two-word reading.",https://pronounce.renlab.ai/audio/webassembly.mp3
Wasm,/ˈwɒzəm/,wozum,/ˈwɑːsəm/,wahsum,https://webassembly.org/,WebAssembly,abbreviation,contested,"""WOZ-um"" is most common; ""WAHS-um"" also heard.",https://pronounce.renlab.ai/audio/wasm.mp3
GraphQL,/ˌɡræf kjuː ˈɛl/,graph Q L,,,https://graphql.org/,GraphQL,tool,community-consensus,"""graph-Q-L"" — not ""graph quill"".",https://pronounce.renlab.ai/audio/graphql.mp3
gRPC,/ˌdʒiː ɑːr piː ˈsiː/,G R P C,,,https://grpc.io/,gRPC,tool,community-consensus,"""G-R-P-C"" letter-by-letter. (Some say ""gee-R-P-C"" stressing initial g.)",https://pronounce.renlab.ai/audio/grpc.mp3
REST,/rɛst/,rest,,,https://en.wikipedia.org/wiki/REST,Wikipedia,acronym,community-consensus,"""rest"" — one syllable.",https://pronounce.renlab.ai/audio/rest.mp3
OAuth,/ˈoʊɔːθ/,oh awth,/ˌoʊ ˈɔːθ/,O auth,https://oauth.net/,OAuth,acronym,contested,"""OH-awth"" most common; ""O-auth"" letter-by-O-then-auth also heard.",https://pronounce.renlab.ai/audio/oauth.mp3
JWT,/dʒɒt/,jot,/ˌdʒeɪ dʌbljuː ˈtiː/,J W T,https://datatracker.ietf.org/doc/html/rfc7519,IETF RFC 7519,acronym,contested,"""jot"" (RFC pronunciation per Section 1) — but letter-by-letter ""J-W-T"" dominates in spoken practice.",https://pronounce.renlab.ai/audio/jwt.mp3
SAML,/ˈsæməl/,sam ul,,,https://en.wikipedia.org/wiki/Security_Assertion_Markup_Language,Wikipedia,acronym,community-consensus,"""SAM-ul"" — like the name Samuel.",https://pronounce.renlab.ai/audio/saml.mp3
DNS,/ˌdiː ɛn ˈɛs/,D N S,,,https://en.wikipedia.org/wiki/Domain_Name_System,Wikipedia,abbreviation,community-consensus,"""D-N-S"" letter-by-letter.",https://pronounce.renlab.ai/audio/dns.mp3
CIDR,/ˈsaɪdər/,cider,,,https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing,Wikipedia,acronym,creator-clarified,"""cider"" — like the apple drink. Documented in CIDR specs.",https://pronounce.renlab.ai/audio/cidr.mp3
Gleam,/ɡliːm/,gleem,,,https://gleam.run/,Gleam,product,community-consensus,"""gleem"" — one syllable, like the verb.",https://pronounce.renlab.ai/audio/gleam.mp3
Roc,/rɒk/,rock,,,https://www.roc-lang.org/,Roc,product,community-consensus,"""rock"" — one syllable, named after the mythical bird.",https://pronounce.renlab.ai/audio/roc.mp3
Carbon,/ˈkɑːrbən/,carbon,,,https://github.com/carbon-language,Carbon,product,community-consensus,"""CAR-bun"" — like the element.",https://pronounce.renlab.ai/audio/carbon.mp3
V,/viː/,V,,,https://github.com/vlang/v,V (vlang) repo,product,community-consensus,"""V"" — just the letter.",https://pronounce.renlab.ai/audio/v.mp3
Odin,/ˈoʊdɪn/,oh din,,,https://odin-lang.org/,Odin,product,community-consensus,"""OH-din"" — like the Norse god.",https://pronounce.renlab.ai/audio/odin.mp3
Racket,/ˈrækɪt/,rack et,,,https://racket-lang.org/,Racket,product,community-consensus,"""RACK-et"" — like the tennis equipment.",https://pronounce.renlab.ai/audio/racket.mp3
Webpack,/ˈwɛbˌpæk/,web pack,,,https://webpack.js.org/,Webpack,tool,community-consensus,"""WEB-pack"" — two-syllable.",https://pronounce.renlab.ai/audio/webpack.mp3
Babel,/ˈbæbəl/,bab ul,,,https://babeljs.io/,Babel,tool,community-consensus,"""BAB-ul"" — like the biblical tower.",https://pronounce.renlab.ai/audio/babel.mp3
ESLint,/ˌiː ɛs ˈlɪnt/,E S lint,,,https://eslint.org/,ESLint,tool,community-consensus,"""E-S-lint"".",https://pronounce.renlab.ai/audio/eslint.mp3
Prettier,/ˈprɪtiər/,pretty er,,,https://prettier.io/,Prettier,tool,community-consensus,"""PRETTY-er"" — comparative of ""pretty"".",https://pronounce.renlab.ai/audio/prettier.mp3
Turbo,/ˈtɜːrboʊ/,turbo,,,https://turbo.build/,Turbo,tool,community-consensus,"""TUR-bo"".",https://pronounce.renlab.ai/audio/turbo.mp3
Nx,/ˌɛn ˈɛks/,N X,,,https://nx.dev/,Nx,tool,community-consensus,"""N-X"" letter-by-letter.",https://pronounce.renlab.ai/audio/nx.mp3
Lerna,/ˈlɜːrnə/,lurn ah,,,https://lerna.js.org/,Lerna,tool,community-consensus,"""LURN-ah"".",https://pronounce.renlab.ai/audio/lerna.mp3
Storybook,/ˈstɔːriˌbʊk/,story book,,,https://storybook.js.org/,Storybook,tool,community-consensus,"""STORY-book"".",https://pronounce.renlab.ai/audio/storybook.mp3
Playwright,/ˈpleɪˌraɪt/,play right,,,https://playwright.dev/,Playwright,tool,community-consensus,"""PLAY-rite"" — like the theatrical term.",https://pronounce.renlab.ai/audio/playwright.mp3
Cypress,/ˈsaɪprəs/,sigh press,,,https://www.cypress.io/,Cypress,tool,community-consensus,"""SIGH-press"" — like the tree.",https://pronounce.renlab.ai/audio/cypress.mp3
Vitest,/ˈviːtɛst/,vee test,,,https://vitest.dev/,Vitest,tool,community-consensus,"""VEE-test"" — from Vite.",https://pronounce.renlab.ai/audio/vitest.mp3
Jest,/dʒɛst/,jest,,,https://jestjs.io/,Jest,tool,community-consensus,"""jest"" — one syllable.",https://pronounce.renlab.ai/audio/jest.mp3
Heroku,/həˈroʊkuː/,her oh koo,,,https://www.heroku.com/,Heroku,product,community-consensus,"""her-OH-koo"".",https://pronounce.renlab.ai/audio/heroku.mp3
Sourcegraph,/ˈsɔːrsˌɡræf/,source graph,,,https://sourcegraph.com/,Sourcegraph,product,community-consensus,"""SOURCE-graph"".",https://pronounce.renlab.ai/audio/sourcegraph.mp3
Codeium,/ˈkoʊdiəm/,co dee um,,,https://codeium.com/,Codeium,product,community-consensus,"""KOH-dee-um"".",https://pronounce.renlab.ai/audio/codeium.mp3
Replit,/ˈrɛplɪt/,rep lit,,,https://replit.com/,Replit,product,community-consensus,"""REP-lit"".",https://pronounce.renlab.ai/audio/replit.mp3
Hasura,/həˈsʊrə/,huh sue rah,,,https://hasura.io/,Hasura,product,community-consensus,"""huh-SOO-rah"".",https://pronounce.renlab.ai/audio/hasura.mp3
Auth0,/ˌɔːθ ˈziːroʊ/,auth zero,,,https://auth0.com/,Auth0,product,community-consensus,"""auth-zero"".",https://pronounce.renlab.ai/audio/auth0.mp3
Clerk,/klɜːrk/,clerk,,,https://clerk.com/,Clerk,product,community-consensus,"""clerk"" — one syllable.",https://pronounce.renlab.ai/audio/clerk.mp3
Supabase,/ˈsuːpəˌbeɪs/,super base,,,https://supabase.com/,Supabase,product,community-consensus,"""SOO-puh-base"".",https://pronounce.renlab.ai/audio/supabase.mp3
Twilio,/ˈtwɪlioʊ/,twill ee oh,,,https://www.twilio.com/,Twilio,product,community-consensus,"""TWILL-ee-oh"".",https://pronounce.renlab.ai/audio/twilio.mp3
Plaid,/plæd/,plad,,,https://plaid.com/,Plaid,product,community-consensus,"""plad"" — one syllable, like the fabric.",https://pronounce.renlab.ai/audio/plaid.mp3
Memcached,/ˌmɛm ˈkæʃt/,mem cashed,,,https://memcached.org/,Memcached,product,community-consensus,"""mem-CASHED"" — past tense of cache.",https://pronounce.renlab.ai/audio/memcached.mp3
Valkey,/ˈvælki/,val key,,,https://valkey.io/,Valkey,product,community-consensus,"""VAL-key"".",https://pronounce.renlab.ai/audio/valkey.mp3
Aerospike,/ˈɛəroʊˌspaɪk/,air oh spike,,,https://aerospike.com/,Aerospike,product,community-consensus,"""AIR-oh-spike"".",https://pronounce.renlab.ai/audio/aerospike.mp3
SurrealDB,/səˈriːəl diː biː/,sir ee al D B,,,https://surrealdb.com/,SurrealDB,product,community-consensus,"""sir-EE-uhl-D-B"".",https://pronounce.renlab.ai/audio/surrealdb.mp3
Materialize,/məˈtɪriəˌlaɪz/,muh tear ee al ize,,,https://materialize.com/,Materialize,product,community-consensus,"""muh-TEER-ee-uh-lize"".",https://pronounce.renlab.ai/audio/materialize.mp3
Kafka,/ˈkɑːfkə/,kaf kah,,,https://kafka.apache.org/,Apache Kafka,product,community-consensus,"""KAHF-kah"" — named after the writer.",https://pronounce.renlab.ai/audio/kafka.mp3
Pulsar,/ˈpʌlsɑːr/,pul sar,,,https://pulsar.apache.org/,Apache Pulsar,product,community-consensus,"""PUL-sar"".",https://pronounce.renlab.ai/audio/pulsar.mp3
RabbitMQ,/ˈræbɪt ɛm kjuː/,rabbit M Q,,,https://www.rabbitmq.com/,RabbitMQ,product,community-consensus,"""RABBIT-M-Q"".",https://pronounce.renlab.ai/audio/rabbitmq.mp3
NATS,/næts/,nats,,,https://nats.io/,NATS,product,community-consensus,"""nats"" — rhymes with ""bats"".",https://pronounce.renlab.ai/audio/nats.mp3
Docker,/ˈdɒkər/,dock er,,,https://www.docker.com/,Docker,product,community-consensus,"""DOCK-er"" — like the dock worker.",https://pronounce.renlab.ai/audio/docker.mp3
Jenkins,/ˈdʒɛŋkɪnz/,jen kinz,,,https://www.jenkins.io/,Jenkins,product,community-consensus,"""JEN-kinz"" — like the surname.",https://pronounce.renlab.ai/audio/jenkins.mp3
GitHub,/ˈɡɪtˌhʌb/,git hub,,,https://github.com/,GitHub,product,community-consensus,"""GIT-hub"".",https://pronounce.renlab.ai/audio/github.mp3
GitLab,/ˈɡɪtˌlæb/,git lab,,,https://about.gitlab.com/,GitLab,product,community-consensus,"""GIT-lab"".",https://pronounce.renlab.ai/audio/gitlab.mp3
CircleCI,/ˈsɜːrkəl siː aɪ/,circle C I,,,https://circleci.com/,CircleCI,product,community-consensus,"""CIRCLE-C-I"".",https://pronounce.renlab.ai/audio/circleci.mp3
Aider,/ˈeɪdər/,ay der,,,https://aider.chat/,Aider docs,product,community-consensus,"""AY-der"" — like the noun.",https://pronounce.renlab.ai/audio/aider.mp3
Cline,/klaɪn/,kline,,,https://cline.bot/,Cline,product,community-consensus,"""kline"" — one syllable, from ""Claude line"".",https://pronounce.renlab.ai/audio/cline.mp3
Marimo,/məˈriːmoʊ/,muh ree mo,,,https://marimo.io/,Marimo,product,community-consensus,"""mar-EE-mo"" — Japanese for the moss balls.",https://pronounce.renlab.ai/audio/marimo.mp3
Letta,/ˈlɛtə/,let ah,,,https://www.letta.com/,Letta (formerly MemGPT),product,community-consensus,"""LET-ah"" — short E.",https://pronounce.renlab.ai/audio/letta.mp3
AutoGen,/ˈɔːtoʊdʒɛn/,auto jen,,,https://microsoft.github.io/autogen/,Microsoft AutoGen,product,community-consensus,"""AUTO-jen"" — like ""auto-generate"".",https://pronounce.renlab.ai/audio/autogen.mp3
CrewAI,/ˌkruː eɪ ˈaɪ/,crew A I,,,https://www.crewai.com/,CrewAI,product,community-consensus,"""crew-A-I"".",https://pronounce.renlab.ai/audio/crewai.mp3
LiteLLM,/ˈlaɪt ɛl ɛl ɛm/,light L L M,,,https://www.litellm.ai/,LiteLLM,product,community-consensus,"""LIGHT-L-L-M"".",https://pronounce.renlab.ai/audio/litellm.mp3
Marqo,/ˈmɑːrkoʊ/,mar ko,,,https://www.marqo.ai/,Marqo,product,community-consensus,"""MAR-ko"".",https://pronounce.renlab.ai/audio/marqo.mp3
Tanstack,/ˈtænˌstæk/,tan stack,,,https://tanstack.com/,TanStack,product,community-consensus,"""TAN-stack"" — TypeScript + Stack.",https://pronounce.renlab.ai/audio/tanstack.mp3
Jotai,/ˈdʒoʊtaɪ/,jo tie,,,https://jotai.org/,Jotai docs,product,creator-clarified,"Japanese for ""state"": ""JOH-tie"".",https://pronounce.renlab.ai/audio/jotai.mp3
Valtio,/ˈvɑːltioʊ/,val tee oh,,,https://valtio.dev/,Valtio docs,product,creator-clarified,"Finnish for ""state"": ""VAHL-tee-oh"".",https://pronounce.renlab.ai/audio/valtio.mp3
Recoil,/ˈriːkɔɪl/,ree coil,,,https://recoiljs.org/,Recoil,product,community-consensus,"""REE-coil"".",https://pronounce.renlab.ai/audio/recoil.mp3
